procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1070292 256692 73780 1108952   0    0   268    52    0  688  7  6 87  0
 3  0 1070292 216684 73788 1108996   0    0     0   260    0 12175 15 16 70 0
 7  0 1070288 216212 73788 1109008   0    0     0     0    0 11641 17 15 68 0
 4  0 1070288 215536 73788 1109012   0    0     0     0    0 8295 14 13 73  0
 5  0 1070288 214956 73788 1109012   0    0     0     0    0 10627 15 15 70 0
 2  0 1070288 215212 73788 1109016   0    0     0   224    0 8502 12 11 78  0
 5  0 1070212 271172 73788 1109016   0    0     0     0    0 12394 18 15 67 0
 7  0 1070212 270808 73796 1109016   0    0     0    68    0 9309 14 13 73  0
 5  0 1070204 268900 73820 1109016   0    0     0   260    0 11573 17 15 67 0
 3  0 1070204 268448 73820 1109016   0    0     0     0    0 9267 15 14 71  0
 2  0 1070204 266676 73820 1109020   0    0     0   484    0 11139 16 15 69 0
 3  0 1070028 258664 73828 1109020   0    0     0    68    0 8516 17 12 70  0
