procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1082952 237176 146228 1087724  0    0   317    55    0  692  7  6 87  0
 6  0 1091232 182556 144828 1078368  0    0    12   244    0 14088 18 17 65 0
 2  0 1095676 202896 143144 1072028  0    0     0    64    0 5796  8  8 84  0
 5  0 1095652 202572 143168 1072036  0    0     4   464    0 3491 10  5 85  0
 0  0 1095472 250708 143296 1072356  0    0   300  1104    0 5717 10  8 82  1
 0  0 1095472 250556 143296 1072356  0    0     0     0    0 2592  4  5 91  0
 0  0 1095472 250368 143296 1072356  0    0     0     0    0 2168  5  4 92  0
 0  0 1095472 249884 143296 1072356  0    0     0     0    0 3224  7  5 87  0
 0  0 1095468 249480 143296 1072356  0    0     0   168    0 2112  4  4 92  0
 6  0 1095468 248984 143324 1072356  0    0     0   888    0 4221  8  5 86  1
 4  0 1095460 255344 143328 1072356  0    0     0    96    0 3087  9  5 85  0
10  0 1095460 253328 143328 1072356  0    0     0     0    0 6666  9  8 83  0
 0  0 1095460 255660 143328 1072360  0    0     0     0    0 2923  6  5 89  0
 4  0 1095460 255320 143328 1072360  0    0     0     0    0 2493  5  4 91  0
 3  0 1095436 254108 143492 1072232  0    0     0  1184    0 3874  7  6 87  1
14  0 1095424 253316 143492 1072412  0    0    48     0    0 3091  7  6 87  0
 3  0 1095320 252708 143492 1072416  0    0     0     0    0 3521  7  7 85  0
 2  0 1095316 252472 143492 1072416  0    0     0     0    0 2444  5  4 91  0
