procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1008320 167584 86320 1176544   0    0   283    53    0  679  7  6 87  0
 1  0 1008252 101100 86336 1176436   0    0     0   256    0 13176 21 13 66 0
 0  0 1008252 100400 86336 1176436   0    0     0  1036    0 4828  7  7 86  0
 0  0 1008252 99736  86336 1176436   0    0     0     0    0 2823  8  6 86  0
 0  0 1008252 101676 86344 1176436   0    0     0   136    0 3764 10  7 84  0
 1  0 1008252 100980 86344 1176436   0    0     0     0    0 2731  8  5 87  0
 5  0 1008248 107796 86344 1176436   0    0     0     0    0 5846 10  8 82  0
 5  0 1008236 107136 86344 1176440   0    0     0   132    0 2920  9  6 86  0
 1  0 1008236 106932 86352 1176444   0    0     0   112    0 3254 10  7 83  0
 2  0 1008224 106100 86352 1176624   0    0   192     0    0 2844  7  5 87  0
 1  0 1008224 104604 86360 1176636   0    0     0   136    0 3561  8  7 84  0
 1  0 1008216 102864 86376 1176636   0    0     0   256    0 3607  8  7 85  0
10  0 1008204 102732 86376 1176636   0    0     0   252    0 2705  6  7 88  0
 0  0 1008124 101204 86376 1176636   0    0     0     0    0 5730 11  9 81  0
 0  0 1008120 100708 86376 1176636   0    0     0     0    0 2613  6  5 90  0
 0  0 1008108 100076 86376 1176636   0    0     0     0    0 2628  8  5 87  0
 6  0 1008096 98828  86384 1176640   0    0     0    76    0 3257  7  5 87  0
 0  0 1008096 97800  86384 1176640   0    0     0   104    0 3249  8  5 87  0
