procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 971728 183176  78580 1188820   0    0   289    54    0  677  7  6 87  0
 5  0 971608 135436  78860 1193056   0    0  4512   312    0 14080 18 16 65 0
11  0 971524 130488  79168 1194584   0    0  1508   440    0 12164 19 15 66 0
 2  0 971504 128804  79168 1194596   0    0    12     0    0 9872 16 14 70  0
 2  0 971460 128168  79168 1194612   0    0     0     0    0 10607 16 14 70 0
 3  0 971452 128408  79168 1194616   0    0     0   472    0 7773 13 11 76  0
 2  0 971428 126456  79168 1194616   0    0     4     0    0 11402 17 14 69 0
 4  0 971416 116168  79176 1194620   0    0     0   104    0 7536 16 12 71  0
 5  0 971280 166256  79184 1194484   0    0     0    56    0 11259 18 13 68 0
 3  0 971268 167136  79184 1194488   0    0     0     0    0 7359 13 11 76  0
 5  0 971252 165680  80124 1194480   0    0   940   156    0 12127 16 17 67 0
 3  0 971248 154956  81712 1194944   0    0  2216     0    0 8562 11 17 71  0
