procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 982088 287812  82624 1127240   0    0   249    49    0  693  7  6 87  0
 2  0 982088 244696  82632 1127280   0    0     0   192    0 12168 16 14 70 0
 0  0 982088 242100  82632 1127304   0    0     0     0    0 12013 17 15 68 0
 1  0 982088 241728  82632 1127308   0    0     0   152    0 11706 17 16 67 0
 0  0 982088 241612  82632 1127300   0    0     0     0    0 10817 18 14 68 0
 2  0 982084 241456  82632 1127304   0    0     0     0    0 7955 12 12 76  0
 1  0 982084 242140  82640 1127296   0    0     0    28    0 11313 16 15 70 0
 2  0 982084 242180  82648 1127312   0    0     0    92    0 8180 13 12 74  0
 0  0 982084 241932  82656 1127312   0    0     0   352    0 11062 16 14 70 0
 5  0 982084 241560  82656 1127312   0    0     0     0    0 6202 11 11 79  0
 2  0 982084 242168  82656 1127316   0    0     0     0    0 11233 17 15 68 0
 2  0 982084 242316  82656 1127316   0    0     0     4    0 7337 12 11 77  0
