procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0 1037460 191212 87768 1182888   0    0   281    53    0  681  7  6 87  0
 0  0 1037380 130076 87784 1182992   0    0     0   240    0 14324 16 15 69 0
 5  0 1037364 129504 87792 1182904   0    0     0    72    0 5252  7  7 87  0
 1  0 1037364 127908 87792 1182904   0    0     0     0    0 3429 10  7 83  0
 8  0 1037360 128676 87792 1182904   0    0     0   332    0 2949  8  6 86  0
 0  0 1037352 127484 87792 1182904   0    0     0     0    0 3652  8  5 86  0
 6  0 1037352 127144 87792 1182904   0    0     0     0    0 2285  6  5 89  0
 0  0 1037332 127192 87792 1182904   0    0     0     0    0 5640  8  9 83  0
 3  0 1037332 125296 87808 1182912   0    0     0   232    0 3940 11  7 82  0
10  0 1037332 124720 87808 1182912   0    0     0    48    0 3156  7  6 86  0
 2  0 1037324 123740 87808 1182912   0    0     0     0    0 3621 10  7 84  0
 4  0 1037372 130804 87824 1182872   0    0     0   252    0 2274  6  5 89  0
 2  0 1037368 129084 87824 1182872   0    0     0     0    0 3269  7  6 86  0
 0  0 1037368 127820 87824 1182872   0    0     0     0    0 3232  8  6 86  0
 2  0 1037368 126872 87824 1182872   0    0     0   240    0 3093  8  6 87  0
 0  0 1037364 125216 87824 1182872   0    0     0     0    0 4213  7  6 87  0
 1  0 1037364 124596 87832 1182872   0    0     0    80    0 2827  8  6 86  0
 0  0 1037328 123912 87832 1182872   0    0     0     0    0 3231  9  5 86  0
