procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1070460 264720 73368 1108244   0    0   269    52    0  688  7  6 87  0
 0  0 1070460 218024 73392 1108340   0    0     0   396    0 11297 19 14 67 0
 0  0 1070460 217156 73392 1108340   0    0     0     0    0 3526  6  6 88  0
 2  0 1070460 214896 73400 1108384   0    0     0   112    0 5930 15  9 75  0
 4  0 1070456 214312 73400 1108332   0    0     0     0    0 2624  6  5 90  0
 1  0 1070456 213360 73408 1108360   0    0     0   516    0 4848 12  9 79  0
 5  0 1070456 213440 73408 1108404   0    0     0     0    0 2721  8  6 86  0
 0  0 1070456 212308 73416 1108408   0    0     0   124    0 5100 10  8 82  0
 0  0 1070456 211676 73424 1108376   0    0     0    88    0 5861 13 11 76  0
 5  0 1070456 210980 73424 1108376   0    0     0     0    0 1933  5  3 92  0
 1  0 1070448 208948 73432 1108420   0    0     0   308    0 7898 18 12 71  0
 4  0 1070444 206620 73456 1108372   0    0     0   392    0 5736 13  9 78  0
 1  0 1070444 206500 73456 1108376   0    0     0     0    0 3010  5  5 89  0
 0  0 1070440 204268 73472 1108416   0    0     0   180    0 6263 16 10 74  0
 4  0 1070440 203708 73472 1108364   0    0     0     0    0 3097  5  6 89  0
 0  0 1070440 201788 73480 1108388   0    0     0   596    0 5270 12 10 78  0
 6  0 1070440 201712 73480 1108428   0    0     0     0    0 2520  8  5 87  0
