procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 995156 149516  83088 1211784   0    0   285    54    0  679  7  6 87  0
 5  0 995156 109240  83112 1211960   0    0    88   368    0 9120 20 12 68  0
 0  0 995148 108480  83112 1211964   0    0     0     0    0 2876  5  5 90  0
 2  0 995148 106476  83120 1212084   0    0     0   428    0 7623 17 12 71  0
 4  0 995132 105852  83120 1211952   0    0     0     0    0 2939  7  6 88  0
 1  0 995120 103964  83128 1211972   0    0     0   156    0 6307 14 11 75  0
 4  0 995120 105164  83128 1211976   0    0     0     0    0 2797  9  5 86  0
 1  0 995120 104360  83136 1212016   0    0     0    88    0 4227  7  8 85  0
 0  0 995112 102704  83168 1211996   0    0     0   688    0 6255 15 11 74  0
 1  0 995108 102676  83176 1211980   0    0     0   152    0 1366  4  3 93  0
 0  0 995108 101616  83184 1212024   0    0     0   136    0 5701 14 10 77  0
 0  0 995116  99872  83208 1211964   0    0     0   336    0 5128 12  8 80  0
 0  0 995376 112900  83208 1198200   0    0     0     0    0 2990  6  6 89  0
 6  0 995376 111956  83224 1198284   0    0    44   184    0 6660 16 11 72  0
 8  0 995372 111324  83224 1198244   0    0     0   464    0 2636  6  5 89  0
 0  0 995368 109528  83232 1198268   0    0     0   200    0 5638 13  9 78  0
 7  0 995368 109320  83232 1198300   0    0     0     0    0 3865 10  8 82  0
