procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1063328 275892 75740 1105836   0    0   272    52    0  685  7  6 87  0
 6  0 1063328 235072 75748 1105932   0    0     0   168    0 10855 17 13 69 0
 3  0 1063328 235112 75748 1105936   0    0     0   208    0 3427  7  6 87  0
 0  0 1063328 234824 75748 1105936   0    0     0     0    0 4082  8  7 85  0
 9  0 1063328 234200 75748 1105900   0    0     0     0    0 5021  9  9 82  0
 6  0 1063328 233708 75748 1105924   0    0     0     0    0 2808  4  4 92  0
 0  0 1063328 233632 75764 1105904   0    0     0   268    0 3292  8  6 85  0
 1  0 1063380 254796 75764 1105872   0    0     0   216    0 4638 10  9 81  0
 1  0 1063376 254052 75764 1105884   0    0     0     0    0 2837  6  6 89  0
 2  0 1063376 253896 75764 1105884   0    0     0     0    0 3069  6  5 89  0
 1  0 1063376 254284 75764 1105888   0    0     0     0    0 4600 10  8 82  0
 2  0 1063372 253756 75764 1105888   0    0     0     0    0 2343  6  5 89  0
 0  0 1063372 253944 75772 1105852   0    0     0   280    0 3215  7  6 87  0
 2  0 1063372 252824 75772 1105892   0    0     0     0    0 6082 11 10 79  0
 2  0 1063364 252576 75772 1105896   0    0     0     0    0 3551  6  4 90  0
