procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1070020 294160 73884 1108952   0    0   268    51    0  689  7  6 87  0
 0  0 1070020 250808 73908 1108908   0    0     0   460    0 10896 18 16 67 0
 0  0 1070020 249996 73908 1109036   0    0     0     0    0 3085  5  6 89  0
 2  0 1070020 247604 73916 1109052   0    0     0   116    0 5661 15 10 75  0
 0  0 1070020 247132 73916 1109032   0    0     0     0    0 2750  5  6 89  0
 0  0 1070020 246528 73924 1109052   0    0     0   120    0 6267 13 10 77  0
 2  0 1070020 245308 73924 1109088   0    0     0   380    0 3018  9  6 86  0
 1  0 1070016 244356 73940 1109084   0    0     0   192    0 6112 11 10 79  0
 0  0 1069844 239996 73972 1108932   0    0    24   436    0 7512 15 11 74  0
 1  0 1069844 239608 73972 1109092   0    0     0     0    0  860  2  2 96  0
 0  0 1069768 260996 73980 1109216   0    0     0   116    0 7283 18 14 68  0
 5  0 1069768 253660 74004 1109180   0    0     0   872    0 3947 17  9 74  0
 0  0 1069768 253356 74004 1109108   0    0     0     0    0 2819  5  5 90  0
 0  0 1069764 252232 74020 1109096   0    0     0   180    0 5657 13 10 76  0
 3  0 1069764 251776 74020 1109140   0    0     0     0    0 2655  5  5 91  0
 1  0 1054600 256408 74028 1109140   0    0     0   168    0 5774 13 10 77  0
 5  0 1054592 255896 74028 1109140   0    0     0   496    0 3706 10  7 83  0
