procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1071924 192564 85792 1137536   0    0   277    53    0  682  7  6 87  0
 2  0 1071912 149768 85800 1137576   0    0     0   196    0 13107 17 16 67 0
 4  0 1071908 148100 85800 1137592   0    0     0   232    0 11479 17 15 68 0
 7  0 1071904 147020 85800 1137596   0    0     0     0    0 8429 15 12 74  0
 2  0 1071904 146424 85800 1137596   0    0     0     0    0 10632 16 14 70 0
 7  0 1071904 146484 85800 1137596   0    0     0     0    0 7107 13 11 76  0
 8  0 1071904 145604 85808 1137600   0    0     0    88    0 11881 17 15 68 0
 6  0 1071900 144972 85808 1137592   0    0     0   156    0 8369 14 11 74  0
 2  0 1071888 143548 85816 1137604   0    0     0   108    0 12112 18 15 66 0
 2  0 1071884 142964 85816 1137604   0    0     0     0    0 7643 14 11 75  0
 2  0 1071880 142484 85816 1137608   0    0     0     0    0 11411 16 15 69 0
 3  0 1071880 141080 85816 1137608   0    0     0     0    0 7409 12 11 77  0
