procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1069416 267232 144796 1088392  0    0   322    55    0  688  7  6 87  0
 6  1 1069400 226544 144828 1088420  0    0     0   488    0 15941 17 13 70 0
 0  0 1069400 226336 144852 1088420  0    0     0   780    0 11223 11 9 79  1
 0  0 1069400 225848 144852 1088436  0    0     0     0    0 6777  9  8 83  0
 0  0 1069400 225476 144852 1088436  0    0     0     0    0 12646 13 10 77 0
 5  0 1069400 225120 144852 1088436  0    0     0    48    0 4735  8  5 87  0
 1  0 1069400 224688 144852 1088436  0    0     0   552    0 14132 13 13 74 0
 3  0 1069400 222528 145044 1088436  0    0     0  4680    1 5837 10  7 80  3
 0  0 1069400 222328 145044 1088436  0    0     0     0    0 10684 11 9 80  0
 1  0 1069396 222080 145044 1088436  0    0     0     0    0 1426  3  2 95  0
 0  0 1069396 221708 145044 1088436  0    0     0     0    0 11859 14 11 75 0
 2  0 1069396 221708 145052 1088436  0    0     0   104    0 1388  2  2 95  0
