procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1066576 190184 154932 1201860  0    0   299    56    0  704  7  6 87  0
 2  0 1066572 147628 154952 1201900  0    0     0  1012    0 15413 15 15 69 0
 1  1 1066568 147540 154956 1201912  0    0     0   144    0 8400  9  9 81  0
 2  0 1066568 146764 154956 1201916  0    0     0   164    0 7392  9  8 83  0
 0  0 1066568 148772 154956 1201916  0    0     0   184    0 13409 16 11 73 0
 0  0 1066568 148740 154956 1201916  0    0     0     0    0 4540  7  5 88  0
 1  0 1066568 148380 154956 1201916  0    0     0     0    0 8443  8  8 85  0
 4  0 1066568 147772 155240 1201912  0    0     0  5256    1 5974  6  8 83  4
 6  0 1066568 147156 155240 1201916  0    0     0   184    0 16034 15 13 73 0
 0  0 1066568 137312 155240 1201916  0    0     0     0    0 5498 11  8 80  0
 0  0 1066568 137212 155240 1201916  0    0     0     0    0 10689 13 9 78  0
 0  0 1066560 139428 155244 1201916  0    0     0    96    0 3422  8  6 86  0
