procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1019364 232072 78032 1122412   0    0   259    50    0  691  7  6 87  0
 7  0 1019364 191364 78040 1122468   0    0     0   200    0 12779 17 14 70 0
 5  0 1019364 191380 78040 1122472   0    0     0     0    0 11462 17 15 68 0
 8  0 1019364 191324 78040 1122472   0    0     0   144    0 9325 14 13 73  0
 6  0 1019364 191720 78040 1122476   0    0     0     0    0 10614 16 14 70 0
 5  0 1019360 191736 78040 1122476   0    0     0     0    0 8940 14 13 73  0
 5  0 1019360 191072 78040 1122472   0    0     0     0    0 11002 17 15 69 0
 2  0 1019360 190176 78048 1122476   0    0     0    64    0 7778 14 12 75  0
 4  0 1019360 189816 78052 1122476   0    0     0   200    0 11887 15 16 69 0
12  0 1019360 189848 78052 1122476   0    0     0     0    0 7541 12 11 76  0
 5  0 1019360 189596 78052 1122484   0    0     0     0    0 11007 16 14 70 0
 2  0 1019360 189264 78052 1122484   0    0     0     0    0 6967 11 11 78  0
