procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1080692 348072 138420 1044376  0    0   330    55    0  683  7  6 87  0
 2  0 1080692 297068 138420 1044412  0    0     0   160    0 14345 18 15 67 0
 1  0 1080688 299168 138420 1044416  0    0     0  1484    0 10065 11 8 80  1
 5  0 1080688 298400 138420 1044416  0    0     0     0    0 6629  9  7 84  0
 4  0 1080684 299232 138420 1044416  0    0     0     0    0 13230 15 13 73 0
 8  0 1080684 299264 138420 1044416  0    0     0     0    0 3526  6  5 89  0
 3  0 1080684 299224 138424 1044420  0    0     0    64    0 9520  9  8 83  0
12  1 1080684 298992 138496 1044412  0    0     0   752    0 2648  5  5 90  1
 2  0 1080684 298448 138664 1044420  0    0     0  3264    1 16617 16 14 68 2
 1  0 1080684 298392 138664 1044420  0    0     0     0    0 2408  3  4 93  0
 0  0 1080680 298124 138664 1044420  0    0     0     0    0 5511  7  5 88  0
 0  0 1080680 298140 138664 1044420  0    0     0     0    0  713  1  1 98  0
