procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 157600  51144   5180 668792    2   16   877    89    0  557  6  4 90  1
 1  0 157600  36368   5180 668836    0    0     0     0    0 3796 14  7 80  0
 0  0 157596  33596   5188 668848    4    0     4   428    0 6198 10  6 85  0
 0  0 157596  32624   5188 668848    0    0     0     0    0 3092  6  2 92  0
 0  0 157596  32532   5188 668848    0    0     0     0    0 3205  5  3 93  0
 1  0 157724  35732   5200 665176    0  132     8   232    0 3263  6  3 90  0
 0  0 157724  36076   5200 665120    0    0     0     0    0 3130  6  3 91  0
 0  0 157724  37268   5216 665128    0    0     0   252    0 4181  7  3 89  0
 0  0 157724  38500   5216 666596    0    0  1676     0    0 2926  5  3 93  0
 6  2 158332  34652   5528 669880    4  616 19528  1908    1 11150 15 11 70 4
 0  0 158308  51816   5540 670824    0    0   824   116    0 5128 14  5 81  1
 0  0 158308  51984   5540 670820    0    0     0     0    0 3313  4  3 93  0
 0  0 158308  52644   5568 670824    0    0     0   764    0 2999  4  3 93  1
 0  0 158308  52396   5568 670824    0    0     0     0    0 2832  4  4 92  0
 2  0 158308  52564   5568 670824    0    0     0     0    0 2522  4  2 94  0
 0  0 158308  52852   5568 670824    0    0     0     0    0 3093  7  3 90  0
 0  0 158308  52316   5576 670832    0    0     0    84    0 4488 10  3 87  0
 2  0 158296  51820   5576 670832    8    0    60   228    0 3327  5  3 92  0
 1  0 158296  51656   5576 670884    0    0     0     0    0 2476  3  3 94  0
 2  0 158296  51544   5584 670884    0    0     0    96    0 2894  5  3 92  0
