procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 158072  55764   6672 656392    2   15   769    80    0  590  6  4 90  1
 1  0 158072  41428   6672 656388    0    0     0     0    0 4791 15  8 77  0
 0  0 158072  42056   6680 656400    0    0     0   100    0 12671 22 8 70  0
 4  0 158072  42084   6680 656400    0    0     0     0    0 7748 13  6 82  0
 0  0 158072  41552   6680 656404    0    0     0   196    0 12301 22 6 72  0
 2  0 158072  41508   6680 656404    0    0     0     0    0 7189 13  5 82  0
 3  0 158072  40756   6680 656404    0    0     0     0    0 12763 23 7 71  0
 0  0 158072  41140   6688 656408    0    0     0    72    0 7302 11  5 84  0
 3  0 158072  40628   6688 656424    0    0    16     0    0 13001 23 8 69  0
 0  0 158072  41000   6688 656428    0    0     0   204    0 10774 19 7 74  0
 0  0 158072  40924   6688 656428    0    0     0     0    0 11726 20 8 73  0
 0  0 158072  41116   6688 656428    0    0     0     0    0 7279 10  5 85  0
