procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 5  0 1016124 230496 77512 1129240   0    0   260    51    0  690  7  6 87  0
 1  0 1016124 187448 77520 1129292   0    0     0   220    0 12384 16 14 69 0
 1  0 1016124 186580 77520 1129296   0    0     0     0    0 11143 17 16 68 0
 1  0 1016124 184532 77520 1129300   0    0     0     0    0 11338 17 17 66 0
 0  0 1016124 184592 77520 1129300   0    0     0     0    0 10462 16 14 70 0
 2  0 1016124 184868 77528 1129308   0    0     0   256    0 7943 13 12 74  0
 1  0 1016124 183640 77528 1129304   0    0     0     0    0 11392 16 15 70 0
 1  0 1016124 183508 77528 1129304   0    0     0     0    0 7959 13 12 76  0
 2  0 1016124 182616 77536 1129308   0    0     0   132    0 12098 17 15 68 0
 2  0 1016124 183280 77536 1129312   0    0     0     0    0 7429 13 11 76  0
 1  0 1016124 183276 77536 1129316   0    0     0   248    0 10662 15 14 71 0
 0  0 1016124 183328 77536 1129316   0    0     0     0    0 4813  8  8 85  0
