procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0 1010176 224748 77680 1148268   0    0   261    51    0  690  7  6 87  0
 3  0 1010176 184296 77688 1148324   0    0     0   156    0 11201 15 15 70 0
 5  0 1010176 185288 77688 1148328   0    0     0     0    0 11331 16 16 68 0
 2  0 1010176 184772 77688 1148328   0    0     0   180    0 9381 15 15 70  0
 1  0 1010176 184684 77688 1148328   0    0     0     0    0 10035 14 13 73 0
 4  0 1010052 177720 77696 1148320   0    0     0    92    0 6715 17 10 73  0
 1  0 1010052 176904 77696 1148324   0    0     0     0    0 11682 16 15 69 0
 6  0 1010052 176676 77704 1148324   0    0     0    28    0 9692 15 14 72  0
 7  0 1010052 175872 77704 1148324   0    0     0     0    0 10992 17 16 67 0
 5  0 1010052 175580 77704 1148324   0    0     0   116    0 6990 12 12 76  0
 3  0 1010052 174944 77712 1148316   0    0     0    56    0 11866 19 15 66 0
 0  0 1010052 174308 77712 1148324   0    0     0     0    0 8837 13 12 75  0
