procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1065976 225640 85612 1111752   0    0   274    52    0  684  7  6 87  0
 3  0 1065976 186128 85620 1111816   0    0     0   160    0 12220 16 15 69 0
 7  0 1065976 186980 85620 1111820   0    0     0     0    0 10792 16 15 69 0
 3  0 1065976 187080 85620 1111820   0    0     0     0    0 10199 15 15 70 0
 6  0 1065972 185840 85620 1111820   0    0     0   100    0 11507 17 15 68 0
 1  0 1065972 185228 85620 1111824   0    0     0     0    0 8168 14 11 74  0
 4  0 1065972 184728 85620 1111812   0    0     0     0    0 11464 17 16 68 0
 5  0 1065972 183188 85628 1111816   0    0     0    68    0 8587 15 13 72  0
 6  0 1065972 181692 85628 1111816   0    0     0     0    0 11171 16 15 70 0
 6  0 1065960 206460 85636 1111816   0    0     0   148    0 5523 14 11 75  0
 7  0 1065960 205248 85636 1111820   0    0     0     0    0 11931 16 14 69 0
 7  0 1065944 205224 85636 1111824   0    0     0     0    0 6747 12 11 78  0
