procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 5  0 1116988 379648 120324 1018764  0    0   347    54    0  674  7  6 87  0
 2  0 1116972 339428 120332 1017564  0    0     0   864    0 14085 20 14 66 0
 1  0 1116972 332016 120436 1017588  0    0     0   764    0 7941 11  9 79  0
 6  1 1116856 336068 120444 1017588  0    0     0    36    0 7462 15 10 75  0
 3  0 1116856 335864 120456 1017588  0    0     0   508    0 1898  4  3 93  0
 1  0 1116820 324168 120468 1017904  0    0     0   552    0 10875 16 12 71 0
 4  0 1116804 323640 120468 1017912  0    0     0     0    0 2640  8  4 89  0
 0  0 1116800 322504 120660 1018188  0    0     0  1752    0 6728  8  9 82  1
 5  0 1116788 322944 120684 1018816  0    0     0  1176    0 10257 16 12 72 0
 0  0 1116776 322968 120684 1018808  0    0     0     0    0 2792  6  4 90  0
 0  0 1116820 363036 120696 1017548  0    0     0   552    0 9748 15 12 73  0
12  0 1116816 362264 120716 1017548  0    0     0   628    0 6478 13  8 79  0
 0  0 1116812 362496 120860 1017540  0    0     0  1276    0 7593 10  9 81  1
 9  0 1116812 362856 120864 1017544  0    0     0   200    0 8093 13 10 77  0
10  0 1116812 362376 120872 1017872  0    0     0   532    0 2234  5  4 91  0
 0  0 1116812 362056 120880 1018320  0    0     0   556    0 10792 15 11 75 0
 2  0 1116812 360936 120880 1018312  0    0     0     0    0 4957 10  5 85  0
