procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  1 1019260 218080 78272 1122240   0    0   258    50    0  691  7  6 87  0
 3  0 1018840 199820 78464 1122904   0    0   604  1084    0 13422 20 13 67 0
 8  0 1018840 199156 78464 1122816   0    0     0    16    0 11683 18 15 66 0
 5  0 1018840 197432 78464 1122816   0    0     0   764    0 7342 14 12 74  0
 7  0 1018840 197068 78464 1122820   0    0     0     0    0 10639 15 15 70 0
 3  0 1018840 195772 78464 1122820   0    0     0     0    0 7484 12 13 75  0
 6  0 1018840 194740 78464 1122824   0    0     0     0    0 11943 17 16 67 0
 6  0 1018840 194324 78464 1122824   0    0     0    84    0 9062 14 12 74  0
 3  0 1018840 193412 78464 1122824   0    0     0     0    0 11514 17 16 67 0
 7  0 1018840 193064 78464 1122824   0    0     0   164    0 4852 10  8 81  0
 5  0 1018840 192940 78464 1122832   0    0     0     0    0 11039 16 15 68 0
 4  0 1018840 193096 78464 1122832   0    0     0     0    0 6765 12 10 78  0
