procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1065920 243796 85652 1111752   0    0   274    52    0  685  7  6 87  0
 3  0 1065864 211056 85676 1111924   0    0    88   408    0 11843 19 13 68 0
 0  0 1065864 209416 85676 1111924   0    0     0     0    0 4298  8  7 85  0
 4  0 1065864 207508 85684 1111976   0    0     0   116    0 5741 13 10 77  0
 7  0 1065864 207048 85684 1111916   0    0     0     0    0 3077  6  5 88  0
 2  0 1065860 205048 85692 1111940   0    0     0   504    0 5565 14 10 76  0
 2  0 1065860 204984 85692 1111980   0    0     0     0    0 2151  7  5 88  0
 0  0 1065860 203264 85700 1111996   0    0     0   124    0 5860 10  9 80  0
 1  0 1065816 201088 85732 1111944   0    0     0   392    0 6410 14 10 76  0
 1  0 1065812 200600 85732 1111968   0    0     0     0    0 2695  5  3 92  0
 0  0 1065808 199108 85740 1112012   0    0     0   468    0 6241 15 12 73  0
 6  0 1065808 188548 85764 1111932   0    0     0   340    0 5936 19  8 73  0
 5  0 1065800 187416 85772 1111952   0    0     0    88    0 3511  7  6 86  0
 4  0 1065800 185548 85788 1112000   0    0     0   204    0 7193 16 12 72  0
 0  0 1065800 185216 85788 1111956   0    0     0     0    0 1920  4  3 93  0
 0  0 1065800 183960 85796 1111980   0    0     0   648    0 5590 13 10 77  0
 3  0 1065796 183676 85796 1112008   0    0     0     0    0 3822 10  6 84  0
