procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1065772 216832 85860 1111912   0    0   274    52    0  685  7  6 87  0
13  0 1068208 170716 75200 1110796   0    0     0   260    0 12746 15 15 69 0
15  0 1071464 175776 75140 1107132   0    0     0   408    0 6043  7  9 84  0
 7  0 1071440 200708 75148 1107132   0    0     0   116    0 3002  8  5 87  0
 0  0 1071020 248564 75148 1107132   0    0     0     0    0 3946 11  7 83  0
 5  0 1071020 248064 75148 1107260   0    0   128     0    0 3096  8  6 86  0
 4  0 1071012 248088 75156 1107264   0    0     0   108    0 5372 13  9 78  0
 1  0 1071004 250896 75156 1107268   0    0     0   136    0 3257  6  6 88  0
 0  0 1071004 250640 75164 1107276   0    0     0   200    0 2924  9  5 85  0
 0  0 1071004 250132 75164 1107276   0    0     0     0    0 3255  8  7 86  0
 0  0 1071004 249388 75164 1107276   0    0     0     0    0 2806  8  6 86  0
 0  0 1071004 248236 75180 1107276   0    0     0   216    0 2633  7  6 87  0
 1  0 1071000 247452 75180 1107276   0    0     0   236    0 3004  8  6 85  0
 1  0 1070996 245620 75180 1107276   0    0     0     0    0 5331  8  7 84  0
 0  0 1070996 244956 75180 1107276   0    0     0     0    0 3003  9  5 85  0
 0  0 1070996 244088 75180 1107280   0    0     0     0    0 3709  9  6 85  0
 0  0 1070996 243464 75180 1107280   0    0     0     0    0 2625  8  5 87  0
 2  0 1070996 282764 75196 1107240   0    0     0   368    0 2285  5  5 90  0
