procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 971168 191720  81848 1195072   0    0   288    54    0  678  7  6 87  0
 0  0 970944 184400  81872 1195432   0    0   428   404    0 10879 19 13 68 0
 0  0 970884 150920  81876 1195772   0    0   340     0    0 3626  6  7 87  0
 1  0 970860 148680  81892 1195936   0    0   120   144    0 5964 14 11 75  0
 5  0 970856 148648  81892 1195880   0    0     0     0    0 2392  5  4 91  0
 0  0 970836 132332  81916 1195944   0    0    44   544    0 7562 14 12 73  0
 1  0 970836 132040  81916 1195984   0    0     0     0    0 3313  9  7 84  0
 1  0 970836 128312  81924 1196084   0    0    96   168    0 4571 12  8 80  0
 0  0 970820 126840  81932 1196052   0    0     0    92    0 6116 18 10 73  0
 8  0 970816 126844  81932 1196056   0    0     0     0    0 1707  4  4 91  0
 0  0 970792 125844  81940 1196240   0    0   124    84    0 7366 15 11 74  0
 4  0 970780 124984  81972 1196228   0    0     8   664    0 4710 10  8 81  0
 2  0 970780 124836  81972 1196196   0    0     0     0    0 2501  5  5 90  0
 1  0 970760 122724  81988 1196248   0    0     0   180    0 7955 17 14 69  0
 2  0 970760 122640  81988 1196308   0    0   100     0    0 2022  4  4 92  0
 1  0 970692 120024  81996 1196336   0    0     0   152    0 6085 13 10 77  0
 2  0 970692 119776  81996 1196376   0    0     0   476    0 2997  9  6 86  0
