procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 157100  54296   4944 672708    2   17   902    91    0  542  5  4 90  1
 2  0 157100  40656   4944 672708    0    0     0     0    0 4672 16  7 77  0
 4  0 157100  40188   4952 672724    0    0     0    76    1 12410 22 7 71  0
 0  0 157100  40644   4952 672724    0    0     0     8    1 8874 16  7 78  0
 1  0 157100  40272   4952 672728    0    0     0     0    1 11984 20 7 73  0
 7  0 157100  40272   4952 672728    0    0     0     0    0 7424 13  5 82  0
 1  0 157100  39156   4952 672732    0    0     0     0    0 13380 23 8 69  0
 0  0 157100  37080   4976 672704    0    0    72   232    0 11661 26 8 66  0
 2  0 157100  37760   4976 672800    0    0     0   240    0 12636 22 8 70  0
 0  0 157100  38024   4976 672804    0    0     0     0    0 8035 16  5 79  0
 4  0 157100  37728   4976 672808    0    0     0     0    0 12362 21 8 71  0
 0  0 157100  37908   4976 672808    0    0     0     0    0 7582 13  5 83  0
