procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1063752 283788 75372 1106356   0    0   273    52    0  685  7  6 87  0
 2  0 1063700 245032 75380 1106416   0    0     0   160    0 10651 18 15 67 0
 2  0 1063700 245896 75380 1106420   0    0     0     0    0 10618 17 14 69 0
 1  0 1063700 245460 75380 1106420   0    0     0   140    0 9520 15 13 72  0
 1  0 1063688 245632 75380 1106420   0    0     0     0    0 10414 15 15 70 0
 3  0 1063688 245784 75380 1106424   0    0     0     0    0 6228 12 10 78  0
 3  0 1063688 244756 75380 1106424   0    0     0     0    0 10759 16 15 70 0
 2  0 1063680 243976 75388 1106412   0    0     0    68    0 9649 16 14 70  0
 5  0 1063680 242248 75388 1106416   0    0     0   120    0 11011 17 14 69 0
 4  0 1063680 242068 75388 1106416   0    0     0     0    0 8478 14 12 74  0
 3  0 1063680 241004 75388 1106424   0    0     0     0    0 11995 17 16 67 0
 3  0 1063680 240916 75388 1106424   0    0     0     0    0 6818 12 10 78  0
