procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0 981272 143004  82220 1211372   0    0   288    54    0  677  7  6 87  0
 1  0 981372 108000  82228 1211468   0    0     0   208    0 11196 17 13 70 0
 5  0 981372 107408  82228 1211468   0    0     0     0    0 1810  4  3 93  0
 0  0 981360 106172  82228 1211472   0    0     0     0    0 3319  8  5 87  0
 0  0 981360 102564  82228 1211472   0    0     0   140    0 4809 10  7 83  0
 3  0 981360 101336  82228 1211472   0    0     0     0    0 1819  3  3 94  0
 0  0 981428 105900  82244 1211448   0    0     0   296    0 3615  8  7 85  0
 3  0 981412 105976  82244 1211444   0    0     0     0    0 5094 10  9 82  0
 3  0 981404 105196  82244 1211452   0    0     0     0    0 3442  6  5 89  0
 0  0 981400 104640  82244 1211412   0    0     0   320    0 3578  8  7 85  0
 1  0 981400 104464  82244 1211472   0    0     0     0    0 4789  9  8 83  0
 5  0 981400 104388  82252 1211464   0    0     0    20    0 1730  3  3 94  0
 0  0 981400 104004  82252 1211476   0    0     0     0    0 3593  8  7 85  0
 1  0 981400 103540  82252 1211476   0    0     0     0    0 4500 11  7 83  0
 3  0 981400 103372  82252 1211484   0    0     0     0    0 2761  4  3 93  0
