procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0 1106940 357716 129048 1019724  0    0   340    54    0  678  7  6 87  0
 0  0 1106884 279852 129052 1019828  0    0    52   244    0 14771 16 15 70 0
 0  0 1106880 280068 129056 1019828  0    0     0    64    0 4778  7  7 85  0
 0  0 1106880 279372 129056 1019828  0    0     0     0    0 2373  6  4 90  0
 0  0 1106876 281356 129236 1019828  0    0     0   980    0 3242  7  6 86  1
 2  0 1106868 281064 129240 1019828  0    0     0   200    0 3928  7  6 86  0
 0  0 1106868 280460 129240 1019828  0    0     0     0    0 3205  7  5 88  0
 0  0 1106868 280088 129240 1019828  0    0     0     0    0 2728  5  5 90  0
 5  0 1106868 279904 129240 1019828  0    0     0     0    0 3170  6  6 88  0
 5  0 1106864 278848 129384 1019828  0    0     0   984    0 3552  6  6 87  1
11  0 1106820 278616 129384 1019828  0    0     0     0    0 3367  7  6 87  0
 4  0 1106792 278584 129384 1019832  0    0     0     8    0 6672  9  8 83  0
 2  0 1106788 278468 129384 1019832  0    0     0     0    0 1805  4  3 93  0
 0  0 1106788 278252 129384 1019832  0    0     0     0    0 3238  7  7 87  0
 0  0 1106776 282808 129568 1019832  0    0     0  1320    0 3902 11  6 82  1
 4  0 1106756 281432 129572 1019840  0    0     0    64    0 4413  7  6 87  0
10  0 1106756 281324 129572 1019840  0    0     0    72    0 2449  5  4 90  0
 3  0 1106756 280980 129572 1019840  0    0     0     0    0 3096  5  5 90  0
