procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1225432 265520 99332 1045300   0    0   358    54    0  666  7  6 87  0
 3  0 1225424 223352 99364 1045580   0    0     0   860    0 10216 16 11 72 0
 1  0 1225412 221492 99484 1045660   0    0     0   644    0 9991 14 11 75  0
 1  0 1225400 226000 99504 1046112   0    0     0   552    0 9728 14 12 74  0
 4  0 1225400 225888 99504 1046112   0    0     0     0    0 1668  4  3 94  0
 2  0 1225388 224440 99520 1046844   0    0   280  1136    0 11162 14 14 73 0
 4  0 1225388 223720 99524 1046832   0    0     0   176    0 5411 10  7 83  0
 0  0 1225388 224164 99756 1045688   0    0    64  1852    0 6228 10  9 81  1
 4  0 1225388 222936 99768 1045696   0    0     0   548    0 8999 15 10 76  0
 3  0 1225388 222848 99768 1045688   0    0     0     0    0 4287  7  6 87  0
 0  0 1225388 221948 99784 1046112   0    0     0   576    0 8174 14 10 77  0
 9  0 1225388 221952 99804 1046396   0    0     0   724    0 3249  8  5 86  0
 0  0 1225388 221080 100088 1046556  0    0     0  1316    1 11672 11 11 77 1
 7  0 1225388 220492 100088 1046564  0    0     0     0    0 6882 12  8 80  0
 1  0 1225388 220276 100104 1047012  0    0     0  1232    0 2140  4  3 93  0
 0  0 1225388 220336 100116 1045688  0    0     0   552    0 11764 17 13 70 0
 6  0 1225388 220076 100124 1045684  0    0     0   152    0 6505 11  7 81  0
