procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 981384 141276  82284 1211348   0    0   287    54    0  677  7  6 87  0
 3  0 981408 108492  82292 1211400   0    0     0   208    0 12758 17 16 67 0
 4  0 981408 108084  82292 1211404   0    0     0   132    0 10998 17 15 68 0
 6  0 989228 106032  82292 1209936   0    0    80    16    0 10037 21 15 64 0
 4  0 992436 136780  82336 1209660   0    0   756   484    0 12769 18 16 66 0
 4  0 992436 137704  82336 1209660   0    0     0     0    0 8185 14 11 75  0
 1  0 992424 137340  82336 1209660   0    0     0     0    0 10152 14 12 74 0
18  0 992408 137000  82336 1209660   0    0     0   308    0 3547  8  7 85  0
 4  0 985348 136684  82344 1209544   0    0     0   136    0 12123 17 16 67 0
 2  0 985348 136584  82344 1209544   0    0     0     0    0 6801 11  9 79  0
 6  0 985332 135816  82344 1209584   0    0    36     0    0 12007 17 17 66 0
 3  0 985332 135280  82344 1209588   0    0     0     0    0 7454 11 11 78  0
