procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0 156852  72560   4424 688580    2   18   966    96    0  525  5  4 90  1
 2  0 156852  53260   4424 688680    0    0     4     0    0 5239 16  8 76  0
 4  0 156852  53124   4448 688780    0    0     0   316    0 3044  3  2 94  0
 0  0 156852  43136   4448 688776    0    0     0     0    0 3959  6  3 91  0
 2  0 156852  42644   4448 688776    0    0     0     0    0 2088  5  2 94  0
 5  0 156852  42048   4448 688780    0    0     0     0    0 2883  3  2 95  0
 0  0 156852  42372   4448 688780    0    0     0     0    0 4136  8  2 90  0
 1  0 156852  42384   4448 688780    0    0     0   148    0 2103  5  2 93  0
 0  0 156852  42052   4456 688788    0    0     0    28    0 3094  4  3 93  0
 0  0 156852  42232   4456 688760    0    0     0     0    0 4330  5  2 92  0
 2  0 156852  41968   4456 688760    0    0     0     0    0 1932  4  2 94  0
 2  0 156852  41960   4456 688768    0    0     0     0    0 3193  5  2 94  0
 0  0 156852  34084   4456 688828    0    0     0    76    0 3886  5  4 91  0
 2  0 156852  34080   4464 688840    0    0     0    20    0 2022  4  2 94  0
 0  0 156852  33868   4464 688840    0    0     0     0    0 3227  4  2 93  0
