procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1234228 254008 102720 1037764  0    0   356    54    0  667  7  6 87  0
 8  0 1233140 217584 102888 1037800  0    0     0   972    0 14933 15 16 69 1
 1  0 1233140 217336 102888 1037800  0    0     0     0    0 10396 10 9 80  0
 5  0 1233140 216820 102888 1037800  0    0     0     0    0 8380  9  8 82  0
 0  0 1233136 213260 102900 1037800  0    0     0   224    0 12759 19 10 71 0
 1  0 1233136 213080 102900 1037800  0    0     0   104    0 3617  7  5 88  0
 4  0 1233132 212124 103324 1037516  0    0     0  4220    1 16901 14 14 70 3
 2  0 1233132 212056 103452 1037800  0    0     0   604    0 2416  4  3 92  0
 5  0 1233132 211948 103452 1037800  0    0     0     0    0 15517 14 14 71 0
 0  0 1232888 211584 103452 1037884  0    0    84     0    0 4163  5  5 90  0
 3  0 1232888 211104 103452 1037884  0    0     0     0    0 13289 15 12 73 0
 2  1 1232884 234468 103860 1037852  0    0     0  3300    0 8862 12  9 76  2
