procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1062556 257312 147160 1089044  0    0   319    55    0  690  7  6 87  0
 2  0 1063516 196072 146564 1087428  0    0    16   244    0 14903 19 15 66 0
 0  0 1063516 195592 146564 1087188  0    0     0     0    0 5215  7  7 86  0
 0  0 1063516 195192 146656 1087188  0    0     0  1228    0 3627  7  6 86  1
 1  0 1063516 197344 146656 1087188  0    0     0     0    0 2630  8  4 87  0
 1  0 1063516 195156 146656 1087188  0    0     0   172    0 3075  7  5 89  0
 3  0 1063508 195084 146656 1087188  0    0     0     0    0 2569  5  4 91  0
 4  0 1063508 194668 146656 1087188  0    0     0     0    0 2831  6  5 89  0
 6  0 1063504 193904 146660 1087188  0    0     0   996    0 4355  7  8 84  1
 3  0 1063488 193048 146660 1087296  0    0   108     0    0 2514  5  4 91  0
 0  0 1063476 199572 146664 1087312  0    0     8    96    0 7392 15  9 75  0
 0  0 1063476 199312 146664 1087280  0    0     0    76    0 2995  8  5 87  0
 1  0 1063476 199336 146664 1087280  0    0     0     0    0 2841  4  4 92  0
 7  0 1063476 198848 146680 1087280  0    0     0  1372    0 4375  7  8 84  1
 5  0 1063476 198848 146680 1087280  0    0     0     0    0 2728  5  5 90  0
 0  0 1063476 200492 146680 1087280  0    0     0     0    0 2995  7  5 87  0
 0  0 1063476 200204 146680 1087284  0    0     0    32    0 2377  5  5 90  0
 2  0 1063476 200204 146688 1087284  0    0     0    56    0 2059  4  4 92  0
