procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0 1234248 252220 102340 1037764  0    0   356    54    0  666  7  6 87  0
 0  0 1234228 219880 102356 1037792  0    0     0   240    0 22843 19 17 64 0
 1  0 1234228 219784 102356 1037800  0    0     0    96    0 3898  4  5 91  0
 0  0 1234228 218972 102440 1037800  0    0     0   960    1 8188  9  8 82  1
 0  0 1234228 218584 102440 1037804  0    0     0     0    0 10702 10 7 84  0
 1  0 1234228 218460 102440 1037804  0    0     0     0    0 4190  5  4 91  0
 1  0 1234228 218028 102440 1037804  0    0     0     0    0 6995 10  7 83  0
 2  0 1234228 217936 102440 1037804  0    0     0    52    0 13381 10 9 82  0
 5  0 1234228 217516 102620 1037804  0    0     0  1052    0 5997  4  6 90  1
 0  0 1234228 217392 102620 1037804  0    0     0     0    0 6121  9  8 83  0
 2  0 1234228 217144 102620 1037804  0    0     0     0    0 11069 10 7 83  0
 7  0 1234228 217084 102620 1037804  0    0     0     0    0 5157  6  6 88  0
 1  0 1234228 216788 102620 1037804  0    0     0    60    0 8200 11  8 81  0
 4  0 1234228 216196 102716 1037800  0    0     0   896    0 13461 10 10 80 0
 1  0 1234228 215964 102716 1037804  0    0     0     0    0 4304  4  4 92  0
