procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1071000 257740 143684 1098260  0    0   324    55    0  687  7  6 87  0
 1  0 1070944 180052 143716 1099476  0    0  1660   548    0 15805 20 17 64 0
 1  0 1070920 191460 143716 1102432  0    0  2644   152    0 7527 16 10 74  0
 1  1 1070916 190764 143828 1102336  0    0     0  1144    0 3290  6  5 88  1
 1  0 1070908 192916 143832 1102432  0    0     0    20    0 2283  6  3 91  0
 0  0 1070900 192712 143832 1102432  0    0     0     0    0 3921  8  5 87  0
 0  0 1070900 192744 143832 1102432  0    0     0     0    0 2544  5  5 91  0
 0  0 1070900 192232 143832 1102432  0    0     0     0    0 2760  6  5 89  0
 4  1 1070896 192176 143960 1102336  0    0     0   944    0 3397  6  6 87  1
 6  0 1070896 184104 143968 1102428  0    0     0   124    0 3179 12  5 82  0
 0  0 1070896 183664 143968 1102432  0    0     0     0    0 3259  6  5 89  0
 1  0 1070876 184052 143968 1102436  0    0     0     0    0 7102 11  8 82  0
 1  0 1069204 186620 143968 1102436  0    0     0     0    0 4092 10  9 82  0
 2  0 1069204 186456 143968 1102436  0    0     0     0    0 2764  6  4 90  0
 6  0 1069204 186088 144048 1102436  0    0     0  1352    0 3568  6  6 87  1
 4  0 1069204 185836 144048 1102440  0    0     0     0    0 3953  7  6 87  0
 2  0 1069204 185860 144048 1102440  0    0     0     0    0 2821  5  5 90  0
 0  0 1069204 185208 144048 1102440  0    0     0     0    0 2393  4  5 91  0
