procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 158328  50664   5924 666744    2   16   833    85    0  572  6  4 90  1
 7  0 158328  36608   5924 666572    0    0     0   248    0 6103 17  8 74  0
 0  0 158328  38056   5940 666496    0    0     0   164    0 5248  8  4 88  0
 2  0 158336  37844   5940 666864    0    8   492     8    0 2905  5  2 93  0
 0  0 158336  38012   5940 666680    0    0     0     0    0 3430  5  3 93  0
 2  0 158336  38224   5948 666636    0    0     0    96    0 2433  3  3 95  0
 0  0 158336  38212   5948 666636    0    0     0   256    0 3424  6  4 90  0
 0  0 158336  38088   5948 666636    0    0     0     0    0 3096  6  3 91  0
 0  0 158336  38440   5964 666484    0    0     0   188    0 3619  6  4 90  0
 3  0 158336  38184   6036 666428    0    0     0   456    0 5851 11  5 83  1
 0  0 158356  42788   6036 664856    0   20     0   404    0 3240  4  3 93  0
 0  0 158356  41604   6036 664876    0    0     0     0    0 3615  4  4 92  0
 0  0 158356  41420   6044 664868    0    0     0   128    0 2512  4  2 94  0
 0  0 158356  41368   6044 664876    0    0     0     0    0 2865  4  2 93  0
 0  0 158356  41284   6044 664876    0    0     0     0    0 2247  4  2 94  0
 4  0 158356  40400   6044 664876    0    0     0   160    0 3544  7  3 90  0
 0  0 158360  40116   6052 665248    0    4   668   112    0 5149  9  6 85  0
 0  0 158360  39700   6052 665248    0    0     0     0    0 3111  7  3 90  0
 0  0 158360  39184   6052 665244    0    0     0     0    0 2636  3  2 95  0
 0  0 158360  39360   6060 665240    0    0     0    84    0 2666  4  2 94  0
