procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1249844 266932 108540 1041444  0    0   354    54    0  669  7  6 87  0
 4  0 1249788 222688 108556 1041476  0    0   124   864    0 15804 17 15 68 0
 4  0 1249788 222592 108568 1041540  0    0     8   180    0 9032 11  9 79  0
 1  0 1249776 223092 108568 1041648  0    0   108     0    0 8535 13  9 78  0
 1  0 1249760 222428 108568 1041648  0    0     0   600    0 9026 10  9 81  0
 1  0 1249756 221764 108568 1041648  0    0     0     0    0 4512  7  5 88  0
 1  1 1249564 220420 108872 1041756  0    0   248  3732    1 15457 14 16 67 2
 1  0 1249396 229440 109096 1041912  0    0    16  1056    0 5933 10  8 81  1
 1  0 1249388 229096 109096 1041920  0    0     4     0    0 16696 15 14 70 0
 9  0 1249356 229008 109096 1041976  0    0    56   268    0 3980  5  5 90  0
 2  0 1249356 226016 109104 1041976  0    0     0   108    0 14272 17 12 70 0
 2  0 1248548 222840 109884 1043108  0    0  1660  2740    1 7219 10 12 76  1
