procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0 984016 160408  82620 1211096   0    0   286    54    0  678  7  6 87  0
 0  0 984728 105444  82648 1210612   0    0     4   296    0 12845 18 15 67 0
 3  0 984728 105912  82648 1210632   0    0     0     0    0 4533  6  6 88  0
 0  0 988212 105540  82808 1217576   0    0  8828   576    0 5141 11 11 78  0
 1  0 988212 107164  82816 1217484   0    0     0    28    0 4125 10  7 83  0
 4  0 988204 106252  82824 1217496   0    0     0   100    0 4112  9  9 82  0
 1  0 988188 106796  82824 1217492   0    0     0     0    0 5823 10  8 82  0
 1  0 988188 106048  82824 1217492   0    0     0     0    0 2913  8  6 86  0
 0  0 988144 105084  82832 1217484   0    0     0   364    0 3083 10  6 84  0
10  0 988112 104356  82832 1217496   0    0     0     0    0 3008  9  6 85  0
 1  0 987884 101580  82832 1217496   0    0     0    16    0 3242 10  7 83  0
 0  0 991764 107284  82848 1214944   0    0     0   324    0 3232 12  8 80  0
 8  0 991752 106488  82848 1214812   0    0     0     0    0 3556 10  8 83  0
 8  0 991736 105556  82848 1214812   0    0     0   204    0 5204  7  7 86  0
 0  0 991736 105044  82848 1214816   0    0     0     0    0 3893  8  7 84  0
 3  0 991692 103036  82848 1214816   0    0     0     0    0 4068  9  7 84  0
 0  0 991692 102664  82848 1214820   0    0     0     0    0 2235  6  4 90  0
 0  0 991668 141592  82864 1214796   0    0     0   200    0 2217  4  6 90  0
