procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1049120 177764 154148 1206516  0    0   300    56    0  703  7  6 87  0
 0  0 1049120 136204 154244 1206532  0    0     0  1112    0 15567 15 14 70 1
 2  0 1049120 135956 154244 1206556  0    0     0    72    0 11106 11 10 79 0
 4  0 1049120 134380 154244 1206556  0    0     0     0    0 6319  9  7 84  0
 0  0 1049120 134132 154244 1206556  0    0     0     0    0 12681 12 11 77 0
 0  0 1049120 134092 154244 1206556  0    0     0     0    0 4189  7  5 88  0
 1  1 1049120 133276 154528 1206516  0    0     0  2104    0 14571 14 13 72 1
 5  0 1049120 133136 154664 1206556  0    0     0  3128    1 4262  5  7 86  2
 0  0 1049120 132780 154664 1206556  0    0     0     0    0 13115 13 11 75 0
 1  0 1049120 155768 154664 1206788  0    0   232     0    0 1760  8  3 89  0
 8  0 1049120 154968 154664 1206788  0    0     0     0    0 13808 15 13 72 0
 0  0 1049120 153944 154664 1206788  0    0     0   140    0 4997  8  6 87  0
