procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0 1199216 268072 72844 1083024   0    0   368    53    0  659  6  6 87  0
 3  0 1199200 195280 72864 1081784   0    0   108   760    0 12214 20 13 66 0
 1  0 1199200 198768 73032 1081780   0    0     0   800    0 6234  8  7 84  0
 0  0 1199200 197836 73056 1081968   0    0     0   552    0 9214 15 12 73  0
 1  0 1199196 197712 73056 1081976   0    0     0     0    0 1903  5  3 92  0
 3  0 1199196 196100 73080 1082372   0    0     0   556    0 12551 15 14 71 0
 3  0 1199196 195856 73080 1082380   0    0     0     0    0 7066 12 10 78  0
 0  0 1199196 207728 73368 1082784   0    0     0  2484    0 5717 12  9 78  1
 3  0 1199188 207652 73392 1081572   0    0     0   628    0 12526 19 15 66 0
 3  0 1199176 207544 73400 1081560   0    0     0    56    0 4446  8  7 85  0
 2  0 1199168 206616 73416 1081572   0    0     0   564    0 8307 13 10 76  0
 2  0 1199168 205624 73440 1081896   0    0     0   552    0 7019 11  9 80  0
 0  0 1199164 204136 73712 1081888   0    0     0  1312    0 7185  9  9 82  1
 2  0 1199164 202276 73736 1082320   0    0     0   576    0 9749 15 11 73  0
 8  0 1199164 202400 73736 1082344   0    0     0     0    0 1828  5  3 92  0
 0  0 1199160 200756 73760 1082784   0    0     0  1140    0 11448 16 13 70 0
 4  0 1199160 200632 73760 1082792   0    0     0     0    0 3864  9  6 85  0
