procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0 1095268 320624 133336 1074536  0    0   338    55    0  679  7  6 87  0
 4  1 1095268 272776 133336 1074572  0    0     0  1012    0 12452 16 12 72 0
 0  0 1095268 272900 133340 1074568  0    0     0   336    0 5927  8  7 85  0
 4  0 1095268 272372 133340 1074576  0    0     0    36    0 7296 13 11 76  0
 2  0 1095264 272112 133340 1074900  0    0     0   616    0 1857  4  4 92  0
 0  0 1095264 270792 133344 1075340  0    0     0   576    0 11851 16 12 71 0
 3  0 1095264 268668 133360 1075348  0    0     0   212    0 7095 11  8 81  0
 1  0 1095336 269412 133536 1075832  0    0   128  2088    0 6452 10  8 81  0
 7  0 1095404 245636 133712 1074624  0    0   168   552    0 13406 17 12 71 0
 5  0 1095400 245388 133712 1074560  0    0     0     0    0 2872  5  5 90  0
 0  0 1095392 244892 133716 1074568  0    0     0   652    0 8873 14 10 76  0
 3  1 1095440 244440 133716 1074836  0    0     0   832    0 6479 11  7 82  0
 0  0 1095508 243896 133892 1074776  0    0     0  1136    0 7211  8  9 82  1
 1  0 1095576 242456 133912 1075400  0    0    28   836    0 7633 14 12 74  0
 2  0 1095576 245072 133916 1075368  0    0     0    96    0 1996  8  3 89  0
 0  0 1095644 243572 133928 1075788  0    0     0  1444    0 11665 15 14 71 0
 5  0 1095644 242704 133928 1075796  0    0     0    16    0 4631  8  5 87  0
