procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1007956 229124 76420 1132896   0    0   262    51    0  689  7  6 87  0
 3  0 1007696 175816 76764 1148628   0    0 15912  1388    1 20387 28 19 52 1
 4  0 1007692 170304 76788 1148688   0    0   180   200    0 11889 19 14 67 0
 3  0 1007692 175420 76796 1148828   0    0     0   188    0 12581 19 16 65 0
 4  0 1007692 174892 76796 1148832   0    0     0     0    0 12392 17 16 67 0
 4  0 1007688 173388 76796 1148852   0    0     0   592    0 12484 18 16 67 0
 0  0 1007688 173508 76796 1148860   0    0     0     0    0 6505  7  8 85  0
 1  0 1007680 173108 76796 1148856   0    0     0     0    0 1642  4  3 94  0
 0  0 1007660 172800 76804 1148796   0    0     0   192    0 1128  2  1 97  0
 0  0 1007660 172928 76804 1148796   0    0     0     0    0 1612  3  3 94  0
 0  0 1007660 172808 76804 1148796   0    0     0   280    0  382  0  0 99  0
 1  0 1007660 172764 76804 1148796   0    0     0     0    0  867  1  1 98  0
