procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1060008 276248 76448 1110176   0    0   270    52    0  687  7  6 87  0
 2  0 1059996 233352 76472 1110288   0    0     0   372    0 11067 18 15 67 0
 1  0 1059996 231864 76480 1110288   0    0     0    28    0 3306  5  5 89  0
 5  0 1059996 230052 76488 1110332   0    0     0   148    0 5089 14  9 77  0
 7  0 1059996 230532 76488 1110280   0    0     0     0    0 1949  4  4 93  0
 2  0 1059996 228968 76496 1110360   0    0     0   564    0 5899 14 11 76  0
 3  0 1059992 228164 76496 1110340   0    0     0     0    0 3122 10  6 83  0
 1  0 1059992 227088 76512 1110344   0    0     0   144    0 4690  8  6 85  0
 0  0 1059992 225616 76520 1110320   0    0     0    88    0 6204 14 10 75  0
 8  0 1059992 224748 76520 1110320   0    0     0     0    0 1989  4  4 92  0
 2  0 1059992 222600 76528 1110360   0    0     0   328    0 6638 15 11 74  0
 2  0 1059984 221980 76560 1110364   0    0    68   436    0 4692 13  8 78  0
 2  0 1059984 220968 76560 1110368   0    0     0     0    0 3675  6  7 87  0
 5  0 1059964 218956 76616 1109948   0    0   220   572    0 6576 15 10 75  0
 9  0 1059964 218724 76616 1109896   0    0     0     0    0 2813  6  5 89  0
 2  0 1059964 214616 76624 1109920   0    0     0   640    0 5445 14 10 76  0
 9  0 1059964 214172 76624 1109960   0    0     0     0    0 3389  8  6 86  0
