procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 6  0 1062536 275500 75924 1108616   0    0   271    52    0  686  7  6 87  0
 1  0 1062532 231172 75948 1108664   0    0     0   596    0 11115 19 14 68 0
16  0 1060768 235172 75948 1108724   0    0     0     0    0 4034  9  7 84  0
 1  0 1060768 233856 75956 1108776   0    0     0   116    0 5396 13 10 76  0
 0  0 1060768 234016 75956 1108776   0    0     0     0    0 3297  5  6 89  0
 1  0 1060768 232360 75964 1108748   0    0     0   120    0 5453 13 10 78  0
 2  0 1060768 232288 75964 1108788   0    0     0   400    0 2098  7  4 89  0
 0  0 1060768 230868 75972 1109052   0    0   256   128    0 4638  9  8 84  0
 0  0 1060768 230104 75980 1109020   0    0     0    84    0 5583 14 10 77  0
 0  0 1060768 232668 75980 1109020   0    0     0     0    0 1985  5  4 92  0
 0  0 1060768 254492 75988 1109080   0    0     0    84    0 7767 17 13 70  0
 4  0 1060764 253068 76020 1108932   0    0     0   632    0 4547 10  8 82  0
 1  0 1060764 252400 76020 1109016   0    0     0     0    0 3794  8  6 86  0
 1  0 1060764 250332 76036 1109056   0    0     0   212    0 6172 15 12 74  0
12  0 1060764 250484 76036 1109008   0    0     0     0    0 2478  5  5 90  0
 1  0 1060760 247856 76044 1109032   0    0     0   140    0 6830 14 11 75  0
 2  0 1060760 246788 76044 1109072   0    0     0   472    0 2976  8  5 86  0
