procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 3  0 1072120 250324 147900 1089664  0    0   311    56    0  694  7  6 87  0
 2  0 1055936 244784 147900 1089784  0    0   112   160    0 19839 18 17 64 0
 4  0 1055936 244556 147900 1089784  0    0     0     0    0 3502  4  4 92  0
 1  0 1055932 243300 147900 1089784  0    0     0    60    0 6732 10  8 82  0
 0  0 1055932 242576 147900 1089784  0    0     0     0    0 12614 11 9 80  0
 2  0 1055932 242356 147900 1089788  0    0     0     0    0 4116  6  5 89  0
 0  0 1055980 264688 147900 1089716  0    0     0     0    0 7063  9  8 83  0
 0  0 1055980 263968 147940 1089704  0    0     0  1248    0 12010 11 9 79  0
 4  0 1055980 256444 147940 1089716  0    0     0     4    0 5005  9  4 87  0
 3  0 1055972 281060 147948 1089716  0    0     0    56    0 8784 14  6 79  0
 0  0 1055972 279428 147952 1089716  0    0     0   160    0 12346 11 9 80  0
 7  0 1055972 279216 147952 1089716  0    0     0     0    0 4877  4  4 92  0
 3  0 1055972 277216 147952 1089716  0    0     0   104    0 8561 14 11 75  0
 0  0 1055972 284488 147952 1089716  0    0     0  1324    0 10566 11 8 80  1
 1  0 1020428 310528 147960 1090012  0    0     8   252    0 10611 8 13 79  0
