procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 158296  66084   5616 670856    2   16   864    88    0  557  6  4 90  1
 4  0 158296  51644   5616 670888    0    0     0     0    0 4922 18  8 74  0
 0  0 158296  51892   5624 670944    0    0     0    96    0 3833  5  2 92  0
 0  0 158296  46488   5624 670944    0    0     0     0    0 4068  6  3 91  0
 4  0 158296  43244   5624 670944    0    0     0     0    0 2222  4  2 94  0
 1  0 158296  42996   5640 670872    0    0     0   404    0 3398  4  2 94  0
 0  0 158296  42608   5640 670916    0    0     0     0    0 4884  7  4 89  0
 4  0 158296  42900   5640 670916    0    0     0     0    0 1981  4  2 94  0
 2  0 158296  43340   5640 670848    0    0   108     0    0 3384  4  2 94  0
 0  0 158296  43272   5640 670992    0    0     0     0    0 3857  7  3 90  0
 3  0 158296  43292   5640 670992    0    0     0   248    0 2161  6  4 90  0
 2  0 158296  43504   5648 670996    0    0     0    80    0 3287  4  2 94  0
 0  0 158296  43472   5648 670996    0    0     0     0    0 4389  6  2 92  0
 4  0 158296  43460   5648 671000    0    0     0     0    0 2425  6  2 92  0
 0  0 158296  43328   5648 671016    0    0     0     0    0 2941  3  3 93  0
