procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 156852  47820   4520 685032    2   18   940    94    0  540  5  4 90  1
 1  0 156852  33280   4520 685028    0    0     0     0    0 3606 13  7 80  0
 0  0 156876  33964   4528 682264    0   24  1456   212    0 5554  9  4 84  3
 0  0 156876  32912   4536 682416    0    0    68    76    0 3801  8  3 89  0
 0  0 156876  32880   4536 682416    0    0     0     0    0 2650  2  2 96  0
 0  0 156876  33296   4576 682300    0    0   112    72    0 5602 10  4 86  0
 4  0 156876  32668   4576 682384    0    0    76     0    0 1192  4  2 94  0
 0  0 156880  33916   4588 680540    0    8     4   316    0 6334  8  4 88  0
 0  0 156880  33012   4596 680504    0    0     0   104    0 5425 10  3 87  0
 3  0 156888  33836   4596 679476    0    8  1900     8    0 1146  1  2 97  1
 0  0 156888  32936   4604 679516    0    0     0    96    0 6755 11  5 84  0
 1  2 156916  33532   4620 677608    0   28   332   224    0 3528  7  3 90  0
 0  0 156916  33600   4628 677612    0    0     0   344    0 3098  5  2 93  1
 1  0 156916  32664   4636 677680    0    0     0   104    0 6246  8  4 88  0
 5  0 156916  33032   4636 677604    0    0     0     0    0 1871  2  2 96  0
 0  0 156916  32184   4644 677612    0    0     0    92    0 5689 10  4 86  0
 0  0 156960  33196   4652 675784    0   48     0   136    0 3914  7  3 90  0
