procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 158304  58732   5708 667340    2   16   849    86    0  564  6  4 90  1
 1  0 158304  43552   5708 667352    0    0     0     0    0 5135 16  8 76  0
 2  0 158304  44608   5716 667356    0    0     0    88    0 12377 21 7 71  0
 1  0 158304  44732   5716 667356    0    0     0     0    0 8024 13  5 82  0
 5  0 158304  44700   5716 667360    0    0     0     0    0 12365 22 8 70  0
 6  0 158304  44324   5716 667360    0    0     0   176    0 8421 16  6 78  0
 0  0 158304  43052   5716 667364    0    0     0     0    0 13023 24 7 70  0
 5  0 158304  43128   5724 667360    0    0     0    68    0 8778 16  5 79  0
 0  0 158304  42340   5724 667364    0    0     0     0    0 12499 23 8 68  0
 3  0 158304  41152   5724 667364    0    0    68     0    0 7461 15  5 80  0
 2  0 158304  42020   5724 667436    0    0     0   172    0 12368 24 9 67  0
 3  0 158304  42504   5724 667648    0    0   212     0    0 7645 16  6 79  0
