procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1070416 256008 73288 1108120   0    0   269    52    0  687  7  6 87  0
 0  0 1070416 211564 73296 1108184   0    0     0   236    0 12639 16 15 68 0
 0  0 1070416 211036 73296 1108188   0    0     0     0    0 11155 16 16 69 0
 0  0 1070416 210988 73296 1108188   0    0     0     0    0 9057 14 14 72  0
 1  0 1070408 210712 73296 1108188   0    0     0   368    0 10670 17 15 69 0
 1  0 1070408 210384 73296 1108192   0    0     0     0    0 7528 13 12 75  0
 2  0 1070408 209456 73296 1108192   0    0     0     0    0 11131 18 14 68 0
15  0 1070408 208928 73304 1108180   0    0     0   104    0 7611 13 13 74  0
 0  0 1070404 207716 73312 1108184   0    0     0   100    0 12027 15 15 70 0
 3  0 1070404 207408 73312 1108188   0    0     0   240    0 7684 13 12 75  0
 2  0 1070404 206764 73312 1108192   0    0     0     0    0 11218 15 15 70 0
 3  0 1070404 205792 73312 1108192   0    0     0     0    0 8973 13 13 74  0
