procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 2  0 1116472 354956 122368 1017964  0    0   345    54    0  674  7  6 87  0
 5  0 1116520 346904 122372 1017948  0    0     0   156    0 23739 18 14 68 0
 2  0 1116512 346532 122496 1017948  0    0     0   864    0 4684  5  5 90  0
 0  0 1116496 345912 122496 1017948  0    0     0     0    0 8784 10  7 83  0
 2  0 1116492 345632 122496 1017948  0    0     0     0    0 10077 9  8 83  0
 4  0 1116492 345576 122504 1017944  0    0     0   152    0 5986  7  7 86  0
 0  0 1116492 345292 122504 1017952  0    0     0     0    0 8065 10  8 82  0
 0  0 1116492 344620 122588 1017916  0    0     0   972    0 14935 11 10 79 0
 2  0 1116492 344136 122588 1017952  0    0     0     0    0 4180  4  4 91  0
 0  0 1116492 343920 122588 1017952  0    0     0     0    0 7157 10  8 81  0
 0  0 1116492 343984 122588 1017952  0    0     0     0    0 11206 10 8 82  0
 1  0 1116492 343236 122588 1017952  0    0     0     0    0 4009  4  4 92  0
 1  0 1116488 343248 122588 1017952  0    0     0     0    0 7183 11  8 82  0
 4  0 1116488 342968 122592 1017952  0    0     0  1152    0 12404 10 9 81  1
 1  0 1116488 342812 122592 1017952  0    0     0     0    0 4003  4  4 92  0
