procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0 1079252 363912 141788 1049412  0    0   324    55    0  686  7  6 87  0
 1  0 1079248 322884 141836 1049448  0    0     0  1728    0 14452 14 15 70 1
 1  0 1079248 322900 141836 1049452  0    0     0     0    0 10100 10 9 81  0
 1  0 1079240 321504 141844 1049452  0    0     0    28    0 6884  9  7 84  0
 1  0 1079240 321240 141844 1049452  0    0     0   104    0 12676 12 10 77 0
 1  0 1079240 320936 141844 1049452  0    0     0     0    0 3383  7  6 87  0
 1  1 1079240 320576 141844 1049452  0    0     0  4164    0 18749 15 15 67 2
 2  0 1079240 320704 141844 1049452  0    0     0   332    0 2516  4  4 92  0
 0  0 1079240 319808 141844 1049452  0    0     0     0    0 13836 15 13 72 0
 2  0 1079240 319516 141844 1049452  0    0     0    16    0 2798  4  4 92  0
 5  0 1079240 319064 141844 1049452  0    0     0    24    0 12137 14 12 74 0
 1  1 1079240 318856 141952 1049352  0    0     0  1472    0 5275  6  7 86  1
