procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 4  0 1020000 318344 149088 1090668  0    0   307    56    0  697  7  6 87  0
 3  0 1020000 300440 149096 1089484  0    0     0   800    0 10744 22 11 67 0
 1  0 1020000 299144 149140 1089480  0    0     0   708    0 9068 12  9 78  0
 0  0 1020000 301268 149140 1089488  0    0     0   652    0 9715 17 16 67  0
 1  0 1020016 311244 149064 1089564  0    0     0     0    0 1413  4  3 94  0
 0  0 1020036 288088 148992 1089804  0    0     0   640    0 11771 16 14 70 0
 5  0 1020036 287512 148992 1089804  0    0     0   160    0 4821  9  6 85  0
 0  0 1020036 285976 149116 1090260  0    0     0  1696    0 6287  8  9 82  1
 2  0 1020036 284480 149120 1090716  0    0     0  1136    0 9229 14 11 74  0
 1  0 1020032 284000 149120 1090708  0    0     0     0    0 4957  8  9 82  0
 0  0 1020032 284304 149128 1089496  0    0     0   552    0 8204 13 12 74  0
 4  0 1020032 284220 149128 1089496  0    0     0   680    0 2171  7  4 88  0
 0  0 1020028 282480 149224 1089488  0    0     0  1112    1 11235 13 13 74 1
11  1 1020012 282404 149224 1089496  0    0     0    16    0 7470 13  9 78  0
 1  0 1020012 282088 149232 1089820  0    0     0   536    0 1801  4  3 93  0
 0  0 1020012 281196 149240 1090260  0    0     0   552    0 11360 15 13 72 0
 2  0 1020012 280600 149240 1090260  0    0     0    80    0 2244  7  4 89  0
